BAD,LOAN,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,18200,95091,113294,ProfExe,15,0,3,188.504617,0,36,78.65438605
0,18200,78077,105522,ProfExe,0,0,0,278.4430216,2,22,38.9396509
0,18200,63852,93356,Other,1,0,0,181.9117699,0,31,33.20940925
0,18200,39109,62371,Other,25,0,0,268.1982607,0,13,24.74818104
0,18200,57980,79265,Other,16,0,0,194.0542928,0,20,37.72576061
0,18300,40018,65355,Other,16,1,0,287.9746298,0,21,28.36288297
0,18300,90337,103864,ProfExe,3,0,0,118.5345867,0,25,39.72048898
0,18300,109437,114900,Other,1,0,0,138.1718508,1,20,38.33231689
0,18300,55584,95236,ProfExe,10,0,0,,1,15,24.59063319
0,18300,121001,210685,Other,2,0,0,192.9772854,0,16,26.86050033
0,18300,26982,59552,ProfExe,15,0,0,183.6144149,1,19,36.29961798
0,18300,63351,87645,Other,1,0,0,324.614647,3,15,43.90230255
0,18300,109192,139384,ProfExe,6,0,0,122.8655758,0,14,29.3975931
0,18300,90099,118545,ProfExe,12,0,0,140.5158506,3,18,38.89923169
0,18300,31427,60249,Other,16,0,0,110.5522774,0,18,40.00125599
0,18300,35975,60500,Office,13,0,2,118.6666667,1,22,
1,18300,60100,82506,ProfExe,10,3,1,171.4666667,2,64,
0,18300,73510,95132,Mgr,0,0,0,86.68429575,0,17,25.24404629
0,18300,93728,153093,ProfExe,5,0,0,109.3371059,0,16,36.21398749
0,18300,68096,99051,Mgr,1,0,0,85.8431617,0,17,27.63351648
0,18300,68517,97151,ProfExe,7,0,0,77.52181884,0,15,32.00405609
0,18300,12169,93564,Other,13,0,1,274.4813985,0,23,30.26921818
0,18300,89455,124840,ProfExe,13,,,148.7646605,,24,29.9624015
0,18300,67550,95440,Office,3,0,0,154.1501136,0,25,22.85499927
0,18400,68655,94322,ProfExe,8,0,0,76.79470126,0,15,32.74121014
0,18400,89101,118748,ProfExe,7,0,0,153.849763,2,21,21.76282696
0,18400,65519,89276,Other,0,1,2,123.098552,2,26,36.35420324
1,18400,88352,110216,Other,1,0,0,376.7236428,3,31,47.83067113
0,18400,94280,122172,Office,23,0,0,280.0488336,2,16,33.36352866
0,18400,63569,95729,ProfExe,23,0,0,237.2759487,0,23,38.41536702
0,18400,61049,96397,Office,2,0,0,80.15575717,0,23,35.42557919
0,18400,99902,125249,Office,26,0,0,294.424118,2,16,33.48854738
1,18400,72718,98065,Other,8,0,0,119.0578171,0,19,35.36412843
1,18400,116228,148722,Other,1,0,0,159.1692347,2,25,38.07976182
0,18400,110580,137926,ProfExe,6,0,0,93.43274991,0,13,29.11688772
0,18400,94952,129177,ProfExe,12,,,140.4807035,,24,29.96750585
0,18400,83548,111626,ProfExe,9,0,0,163.8543934,3,17,37.07811779
0,18400,16756,66340,Office,,0,0,239.8448526,0,21,38.6626294
0,18400,40673,60418,Other,27,0,0,247.6495789,0,13,24.98029896
0,18400,41730,59750,,6,1,0,109.9614065,1,10,27.91184544
0,18400,48970,69559,ProfExe,20,0,0,178.015833,0,23,39.70798807
0,18400,75491,101745,ProfExe,0,0,0,279.3700507,1,20,38.75029966
1,18400,43188,68876,Other,,0,0,199.000576,6,25,41.00610329
0,18400,62300,95869,Other,2,0,0,172.7591234,1,31,35.18944727
0,18500,57174,91772,ProfExe,4,0,0,129.6632166,0,13,28.90447884
0,18500,46555,69186,ProfExe,19,0,0,187.2301325,0,22,38.18814386
0,18500,,94125,Other,,1,0,178.6456365,0,11,30.93141022
0,18500,26389,85552,ProfExe,7,0,0,152.0406589,1,21,27.35620808
0,18500,14517,95150,Other,11,0,0,272.0341025,0,22,27.47858304
0,18500,102472,115719,ProfExe,0,0,0,120.0902646,0,30,34.24344096
0,18500,10934,66367,Sales,1,0,0,326.5673282,0,5,38.15167101
0,18500,14111,71628,Office,,0,0,246.9909305,0,22,39.61154172
0,18500,65165,90805,Office,2,0,0,160.7322651,0,25,25.37204765
0,18500,81938,106187,ProfExe,2,0,0,282.9006093,1,21,40.0388411
0,18500,23618,37539,Office,1,0,0,199.7237771,0,15,36.9827292
0,18500,67686,95949,ProfExe,9,0,0,78.94907069,0,16,31.80824299
0,18500,42683,68000,Office,3,0,0,229.3,0,12,
0,18500,67290,95750,Other,,2,1,237.1,2,14,
0,18500,71000,95000,Mgr,6,0,0,71,7,24,
0,18500,49367,71485,ProfExe,10,0,0,175.3870489,1,42,37.77222165
0,18500,99474,127470,Office,22,0,0,287.0022563,3,16,30.99602763
0,18500,38145,59415,Other,25,0,0,241.8973574,0,14,23.87079226
0,18500,90150,122767,ProfExe,12,,,135.5729778,,25,33.46387238
0,18600,72860,90347,Other,0,1,1,104.0404669,2,26,36.02592528
1,18600,73473,105848,Mgr,9,0,4,186.7128357,1,14,27.64603658
0,18600,84874,115759,ProfExe,9,0,0,146.0698108,3,18,39.83431993
0,18600,47199,70134,Other,8,0,0,86.55886014,3,15,43.50793855
1,18600,23850,61808,Other,12,0,0,46.94616405,0,8,40.8529275
0,18600,60709,89683,Other,1,0,0,316.3138584,2,16,43.75656604
0,18600,58992,86816,,4,0,0,103.5042953,0,16,40.95659824
0,18600,96993,134785,Mgr,14,0,0,173.897513,2,25,33.36326972
0,18600,23792,79716,Other,,0,0,238.7898367,0,50,42.12712426
0,18600,14167,71194,Office,,0,0,264.0171241,0,21,40.24690114
0,18600,98200,123662,Office,0,,3,241.6422316,0,29,41.05065735
0,18600,100144,153751,ProfExe,4,0,0,93.66217049,0,16,34.89273362
0,18600,20915,40098,Office,2,0,0,213.4505369,0,16,40.25003373
0,18600,38674,63641,Other,23,0,0,245.049372,0,13,25.18098984
0,18600,50167,96312,ProfExe,5,0,0,128.3394339,1,21,36.3773222
0,18600,39783,59196,Other,17,0,0,279.8100665,0,21,29.77480684
0,18600,119741,212530,Other,4,1,0,202.2885776,0,17,27.07376116
0,18600,48711,69611,Office,2,0,0,130.2531337,0,17,33.69118802
1,18600,64248,82690,Mgr,0,1,0,89.18900547,0,23,53.84821989
0,18600,49385,70220,ProfExe,6,0,0,229.474919,2,32,30.73139653
0,18600,57300,8000,Other,6,,,68,1,17,
0,18600,132785,155644,Mgr,,0,0,225.7275062,0,20,37.32857399
0,18600,43438,69441,Office,1,0,0,229.2744494,0,11,35.80007142
0,18600,,95085,Other,,0,0,175.7879949,1,10,32.25091533
0,18600,,20700,ProfExe,6,0,0,104.5333333,1,19,
0,18600,80970,101244,ProfExe,0,0,0,272.882599,2,20,39.80899322
0,18600,15243,172611,Mgr,25,0,0,73.44153854,2,21,29.0958828
1,18600,51936,75278,ProfExe,3,0,0,199.8017542,0,21,36.99564584
0,18600,96476,119780,Office,0,,2,264.1531247,0,29,40.80574336
0,18700,37883,64763,Other,25,0,0,236.9968365,0,13,23.62120308
0,18700,58498,90135,Office,30,0,0,199.1092723,0,21,33.18223949
0,18700,65458,84639,Other,0,1,2,97.14654403,2,25,33.6906879
1,18700,39441,71345,Other,11,0,4,132.8367575,0,13,27.69164816
0,18700,69954,104510,Office,10,0,0,211.2433112,2,13,33.54985877
0,18700,11886,63762,Sales,0,0,0,315.2604995,0,5,39.67583359
0,18700,47903,63933,Office,3,0,0,120.4180419,1,17,32.97759665
0,18700,136790,178135,Mgr,12,0,0,246.9544197,0,21,30.11861356
0,18700,99003,162566,Other,,1,,252.2637988,,23,39.20903917
0,18700,63990,94035,ProfExe,9,0,0,,0,14,25.78335659
0,18700,110292,132953,ProfExe,7,0,0,105.4248876,0,14,30.55275232
0,18700,50354,79011,Other,1,,1,290.8270296,1,10,35.13903436
0,18700,68196,89641,Other,0,2,1,112.9760412,1,26,34.41462163
0,18700,93210,109980,ProfExe,7,0,0,145.4859265,2,20,22.49623552
1,18700,70562,91223,Other,27,0,2,112.7103681,4,35,64.2724769
0,18700,66197,83151,ProfExe,12,0,2,157.9459818,0,14,29.3494858
0,18700,66891,94454,Office,0,0,0,160.711282,3,20,32.78419351
1,18700,66003,82410,Mgr,0,1,0,85.77380757,1,23,51.5173853
0,18700,45365,71853,Other,7,0,0,98.45648444,3,15,41.38874759
0,18700,59929,89526,Office,0,0,0,64.45472528,0,22,35.08734865
0,18700,87958,114696,Other,20,0,0,301.9122949,0,17,24.41521969
0,18700,118208,130216,,14,0,0,190.9573245,0,17,40.74823463
0,18700,39821,60672,Other,26,0,0,243.868763,0,14,23.35928056
0,18800,110098,120662,Other,0,0,0,122.1698211,1,21,39.32231541
0,18800,77025,103322,ProfExe,8,0,0,87.1337221,0,15,33.40589684
0,18800,70102,99841,ProfExe,10,0,0,68.16857287,0,16,32.85379436
1,18800,67666,167619,ProfExe,14,0,0,135.9518082,1,11,47.59052865
0,18800,166737,199303,ProfExe,9,0,0,270.8826875,1,38,25.53212879
1,18800,73396,137076,Office,18,0,1,163.5920452,4,20,40.37537241
0,18800,96272,163250,Mgr,2,0,0,204.4925859,1,19,37.86835539
0,18800,98582,122597,Mgr,1,0,0,307.5247903,1,20,39.39416893
0,18800,7739,65181,Sales,0,0,0,315.2308975,0,6,37.98355778
0,18800,66562,90325,Other,0,1,1,112.9032622,2,25,33.16227148
1,18800,63836,87000,Other,8,2,1,110.5666667,2,33,
0,18800,102120,165302,Other,,0,,274.1129261,,24,40.10502984
0,18800,91731,125902,Office,24,0,0,276.7274249,2,16,32.29430401
0,18800,22782,60590,ProfExe,8,0,0,198.8763955,0,13,30.32992999
0,18800,88828,116683,ProfExe,6,0,0,141.841398,1,20,21.67927834
0,18900,127269,203737,ProfExe,14,0,0,206.2000368,0,21,36.27285836
0,18900,,49442,Office,2,0,0,76.571848,1,9,38.8759867
0,18900,87081,115165,Other,13,0,0,120.4621862,1,8,34.40037656
0,18900,83474,104133,ProfExe,4,0,0,109.9887849,1,24,38.86401954
0,18900,34583,59247,Other,15,0,0,89.34062711,0,17,39.99018836
0,18900,91784,117626,Other,21,0,0,280.1234728,0,16,25.67302186
0,18900,87657,117577,ProfExe,9,0,0,142.466495,2,19,39.96618165
0,18900,154563,198790,Other,7,0,0,,1,15,29.47261446
1,18900,51075,78045,Office,2,1,5,74.09119603,1,15,42.1982822
0,18900,39727,68477,Office,11,0,2,134.2798423,0,22,40.42119971
1,18900,17800,40798,Office,6,2,0,167.4666667,2,16,
0,18900,68315,98175,Mgr,14,0,0,161.3333333,0,28,
0,18900,127559,154545,Mgr,,0,0,216.6695154,0,18,36.9158782
0,18900,55238,112776,ProfExe,16,0,0,251.5493924,0,19,25.7694999
0,18900,123206,205608,Other,4,0,0,201.3023718,0,17,27.52750202
1,18900,,75252,,,,,,,,42.91960497
0,18900,100416,161147,Mgr,1,0,0,216.0970496,1,18,38.46049988
0,18900,44605,65489,ProfExe,15,0,0,189.0084559,0,23,38.57108327
0,18900,69325,102438,Other,,2,1,222.6522749,2,13,43.5240978
1,18900,61429,84990,ProfExe,8,3,1,166.1793992,2,64,40.43670481
0,18900,101289,127485,Mgr,0,0,0,319.2508159,0,19,42.72323221
0,18900,52640,113391,ProfExe,16,0,0,257.5237966,0,19,27.79232371
0,18900,103130,120119,Other,7,0,0,292.7517427,1,19,30.68168891
0,18900,64290,87837,Other,2,0,0,309.005458,3,15,42.16835848
0,18900,82537,117610,Mgr,16,0,0,233.8485347,5,30,39.06489297
0,19000,52157,157459,ProfExe,19,0,0,248.7235332,0,28,21.92019846
0,19000,62356,92299,Office,0,0,0,60.29414318,0,23,34.8169595
0,19000,7524,28639,Other,,0,0,60.32825275,1,18,42.35846148
0,19000,43479,78631,Other,1,,1,301.4036915,1,10,38.25309688
0,19000,172108,195892,ProfExe,10,0,0,276.7633406,0,38,24.4756899
0,19000,130291,168187,Office,3,0,0,140.6893429,0,20,24.78815021
0,19000,167104,200184,ProfExe,9,0,0,256.6483436,0,38,23.66867849
0,19000,22236,169461,Self,7,0,0,296.0801937,0,27,27.64001806
0,19000,75673,100335,ProfExe,8,0,0,93.15954491,0,16,33.51848053
0,19000,107199,132723,ProfExe,7,0,0,91.37193169,0,13,31.44261162
0,19000,57429,86250,Office,5,,,175.5,,16,
0,19000,47400,80000,Other,12,0,0,95.36666667,1,10,
0,19000,43074,75700,,,,,,,,
0,19000,122000,158000,Office,2,,1,374.0333333,,52,
0,19000,145800,190300,ProfExe,13,,,109.6666667,1,24,
1,19000,42000,64000,Mgr,9,0,0,30.46666667,3,8,
1,19000,64758,119780,ProfExe,19,0,4,349,0,20,
1,19000,46300,72000,ProfExe,5,1,1,215.0333333,6,24,
1,19000,171106,200000,Other,9.8,3,0,153.1666667,0,26,
1,19000,93050,118000,Office,1,0,0,40.56666667,0,10,
0,19000,104176,165086,Other,,0,,254.7424804,,24,39.61320557
1,19000,105200,130000,Self,5,1,0,237.4333333,1,27,
0,19000,165988,217000,Office,13,0,0,214.0333333,1,32,
1,19000,100670,122581,Mgr,10,0,,81.25254742,0,27,41.86363105
1,19000,24658,47027,Mgr,19,0,0,159.1052252,4,31,53.54819585
1,19000,15100,23200,Other,3.2,1,1,64.9,3,21,
0,19000,105729,172555,Office,6,0,0,216.4390359,4,23,41.04674812
0,19000,42488,65636,Other,7,0,0,90.67644435,3,14,42.22671648
0,19100,51994,66467,Other,7,0,0,100.1818877,3,15,41.15508261
0,19100,31442,57151,Other,16,0,0,100.0326359,1,17,39.90704163
0,19100,105111,176829,Office,6,0,0,211.4003375,4,24,41.41312385
0,19100,46406,64413,Other,16,0,0,285.7252577,0,22,30.77453617
0,19100,129111,197592,ProfExe,12,0,0,207.1551738,0,21,36.14177784
0,19100,48730,115967,ProfExe,15,0,0,264.9150843,0,19,25.40820478
0,19100,58453,76731,Other,15,1,0,203.1410764,1,21,36.22872963
0,19100,22094,61820,ProfExe,5,0,0,201.1354777,0,13,28.8888762
0,19100,73217,93033,Other,1,2,1,113.6945661,2,26,36.38416382
0,19200,68902,98737,Office,1,0,0,166.8165741,4,19,33.03507598
0,19200,54483,81690,Other,16,0,0,198.7025164,0,21,37.74942653
1,19200,62334,91300,Mgr,8,0,1,92.33333333,4,13,
0,19200,73339,95426,Office,1,0,0,169.9797497,4,19,33.29929576
0,19200,101641,160839,Other,,1,,260.8349929,,23,37.12360431
0,19200,83591,109772,ProfExe,4,0,0,101.498812,1,25,37.07704153
0,19200,96401,115545,ProfExe,7,0,0,128.7145138,1,20,22.18728999
0,19200,153722,199812,ProfExe,13,,,121.9429162,0,24,29.80285908
0,19200,65206,13933,Other,7,,,57.59183135,0,16,42.50243535
0,19200,62215,76573,Other,18,0,0,199.8756458,1,21,36.02366277
0,19200,32417,97000,Other,6,0,0,130.8666667,0,15,
0,19200,57728,96552,Office,0,0,0,80.60236311,0,23,37.50810314
0,19200,24430,128837,Other,9,0,0,355.7984125,1,10,41.14774922
0,19200,31307,60202,ProfExe,18,0,0,170.5812991,1,20,35.60054495
1,19300,109000,135000,Office,3,0,0,98.43333333,13,14,
0,19300,83141,112096,Mgr,15,0,0,255.788289,5,31,35.514488
0,19300,84425,119351,Mgr,15,0,0,238.6686971,4,31,38.29827816
0,19300,50554,76140,Mgr,9,2,0,78.27662528,3,27,36.02690437
0,19300,53710,78082,Other,5,,,114.1426962,0,7,36.99134349
0,19300,148542,195791,ProfExe,12,,,110.3276351,0,23,30.53661059
0,19300,73668,89061,Other,0,2,1,113.4535612,2,25,33.49881538
0,19300,31950,53814,ProfExe,17,0,0,178.4596372,1,20,37.13471233
1,19300,27747,43740,Office,7,1,0,167.6579808,1,16,35.08607055
0,19300,76807,103026,Mgr,13,0,0,169.2487527,0,27,34.87635872
0,19300,99714,126965,Mgr,0,0,1,301.753574,1,20,43.29094169
1,19300,152000,182000,Self,1,,,,,,
0,19300,39926,101208,Other,4,0,0,140.0516383,0,14,31.54569415
0,19300,33970,102792,Other,6,0,0,145.0202453,0,14,31.87421747
0,19300,98769,121140,Mgr,0,0,1,313.9245154,0,20,43.08554305
0,19300,146465,192854,ProfExe,13,,,110.6488068,1,23,29.97557603
0,19300,91004,116827,ProfExe,6,0,0,163.2821181,1,20,20.20603258
0,19300,51580,83518,Other,13,0,0,89.525932,0,9,7.148413213
1,19300,96454,157809,Other,3,0,0,1168.233561,0,0,40.20613826
0,19300,72752,106084,Office,11,0,0,193.7070998,1,13,30.68610563
0,19400,39928,106271,Other,6,0,0,129.1782772,0,14,31.92215492
0,19400,45036,78900,,,,,,,,40.02396798
0,19400,63508,12414,Other,5,,,64.40760462,1,16,40.57016916
0,19400,167450,200902,ProfExe,9,0,0,264.6979824,1,37,25.63079874
0,19400,51360,76100,Office,1,0,0,222.8321181,0,11,36.2633362
0,19400,39334,103578,Other,6,0,0,127.5305161,0,15,31.36762719
0,19400,53000,82800,Other,18,0,0,206.9666667,1,22,
0,19400,109812,172705,Office,5,0,0,204.1054149,3,23,43.33840721
0,19400,110745,173474,Office,6,0,0,217.4067053,4,23,42.22040715
1,19400,86219,126904,Other,0,0,0,,0,0,34.48084978
1,19400,178000,219300,ProfExe,12,0,0,214.3666667,0,26,
0,19400,52677,80424,Mgr,9,2,0,65.84753037,2,28,34.9508231
0,19400,71515,100771,Other,,1,1,223.1710844,2,13,40.70504371
0,19500,94543,127718,ProfExe,11,,,132.4078556,,24,30.85706709
1,19500,100077,122352,Office,3,0,0,58.86102746,0,9,38.12151833
0,19500,51333,77732,,,,,,,,37.39831656
0,19500,92663,152627,ProfExe,3,0,0,106.7126279,0,16,35.3676568
0,19500,98718,122659,Mgr,0,0,1,324.2570838,0,20,42.54602091
0,19500,88909,140092,Mgr,13,0,0,163.5625044,1,25,33.00501666
0,19500,9475,30000,Other,0,1,0,33.46666667,2,4,
0,19500,105000,138375,Office,12,0,2,219.1333333,0,25,
1,19500,50000,89100,ProfExe,7,2,1,86.23333333,4,25,
1,19500,47000,70000,Mgr,15,0,0,220.1666667,5,21,
0,19500,8861,170687,Mgr,23,0,0,76.78849548,2,20,31.58400286
0,19500,58474,89240,Office,6,,,172.8721456,,15,38.82378279
0,19500,52080,89913,Other,12,0,0,110.7603066,0,9,4.337283357
0,19500,58638,13930,Other,4,,,69.00502714,0,16,42.50002486
0,19500,48835,72566,ProfExe,9,0,0,191.2753966,1,42,39.61242564
0,19500,10506,70945,Office,,0,0,247.7919915,0,22,39.75560513
0,19500,100446,121516,Mgr,0,0,0,306.1111041,1,20,43.02182338
0,19600,64000,90000,Mgr,9,0,0,195.8,2,19,
1,19600,117646,149975,Other,4,0,0,114.2136149,1,12,31.22280265
1,19600,94419,123705,Self,19,,2,92.7393804,0,22,84.37903408
0,19600,55169,86203,Other,18,0,0,223.6033292,1,22,33.7552728
1,19600,109500,136000,ProfExe,12,2,0,183.9666667,3,32,
0,19600,33284,61824,Other,14,0,0,119.4730729,1,17,37.78452367
0,19600,53662,80055,Other,6,,,99.08554237,0,8,37.51829781
0,19600,49984,84519,Other,12,0,0,92.81133323,0,10,7.614065422
0,19600,85984,112721,Mgr,18,0,0,239.1377941,4,31,36.03118029
0,19600,128876,162994,Office,2,,1,382.312217,,52,36.06796344
0,19700,33529,61209,Other,17,0,0,112.1587412,0,18,40.72529612
0,19700,49793,113200,ProfExe,16,0,0,251.1041979,0,19,25.03374576
1,19700,62351,84624,Mgr,0,1,0,88.12651678,1,22,54.24133474
0,19700,93040,113362,ProfExe,6,0,0,135.8138569,3,21,19.70439447
0,19700,32989,75950,ProfExe,9,0,0,283.1,0,19,
0,19700,23921,134867,Other,9,0,0,374.1271833,0,10,38.8656552
0,19700,60999,89841,Office,0,0,0,82.10388101,0,22,36.27999035
0,19700,5700,24457,Other,,0,0,60.15632991,1,19,41.36387828
0,19700,105135,147353,Office,11,0,2,225.6961276,0,24,43.00965053
0,19700,70709,97394,Mgr,0,0,0,94.86046638,0,17,25.55670764
1,19700,139534,172125,Other,0,0,0,101.9435185,6,17,32.76108398
0,19700,19349,133226,Other,9,0,0,342.3163573,1,9,40.14790835
0,19800,73557,95770,Mgr,0,0,0,70.02915918,0,17,25.59661737
0,19800,56745,83146,Other,11,0,0,85.25361922,0,10,7.862193632
0,19800,51454,68073,Office,1,0,0,130.9747908,0,17,32.30494412
0,19800,47488,77916,,,,,,,,37.3082467
0,19800,99137,121781,Mgr,4,0,1,302.1278732,1,20,39.51062834
0,19800,13830,85587,Other,20,0,0,229.5182951,3,40,35.31106586
0,19800,63701,14609,Other,4,,,62.3597382,1,17,41.87419791
0,19800,65021,95188,Mgr,1,0,0,73.0813375,0,16,27.44254252
0,19800,69174,95154,ProfExe,6,0,0,59.45925619,0,16,31.25482163
0,19900,90966,154351,ProfExe,4,0,0,103.9754422,0,17,35.40591994
0,19900,128219,162012,Office,1,,0,374.0237669,,52,37.88816696
0,19900,168732,224270,Office,12,0,0,217.6372546,0,32,41.5493313
0,19900,64620,91504,Office,6,,,178.574866,,16,37.72580119
0,19900,45748,82516,,,,,,,,39.31387802
0,19900,96435,130019,Office,27,0,0,274.2825562,3,16,32.46920265
0,19900,132878,199172,ProfExe,14,0,0,197.923806,0,22,35.33060397
0,19900,25589,90051,ProfExe,8,0,0,138.9905144,0,20,30.27109245
1,19900,93619,130000,Office,9,2,5,210.9666667,2,18,
0,19900,170947,222227,Office,13,0,0,220.0164639,1,31,42.23579636
0,19900,68830,107598,Office,10,0,0,202.9341954,2,13,30.95751627
0,19900,4641,23636,Other,,0,0,63.53525475,1,19,40.44237823
0,19900,16232,70592,Office,,0,0,242.3654026,0,22,39.44625142
0,19900,74193,94078,ProfExe,7,0,0,81.4143517,0,15,32.03355046
0,19900,78142,102085,Mgr,12,0,0,160.3670328,0,27,34.09975711
0,20000,59936,12737,Other,5,,,63.39540036,0,17,40.44657932
0,20000,38955,80680,ProfExe,8,0,0,295.3007793,0,18,40.39095601
0,20000,9647,31920,Other,0,1,0,24.68623145,1,3,28.94036033
0,20000,43087,61438,Other,14,0,0,276.5624153,0,20,29.29517878
0,20000,99000,140000,,,,,,,,
1,20000,72000,103000,ProfExe,0.5,0,0,174.3,3,23,
0,20000,170706,224233,Office,11,0,0,207.0346845,0,32,41.10248922
0,20000,46775,70236,ProfExe,9,0,0,179.0823743,1,41,40.43069541
1,20000,68958,99875,ProfExe,11,1,1,117.6666667,0,23,
1,20000,,115750,Other,,0,2,132.5333333,0,10,
1,20000,71254,109200,Other,10,,,,,,
1,20000,27900,,Mgr,21,,,,,,
1,20000,145500,194000,Self,4.5,0,0,67.9,5,5,
1,20000,125000,165000,ProfExe,2,0,0,314.5,0,30,
1,20000,73400,94000,Mgr,9,0,0,270,2,14,
0,20000,99300,139150,ProfExe,10,0,0,162.3666667,1,23,
0,20000,69742.61,180000,Other,11,0,0,366.3,1,17,
0,20000,59964,100000,Office,8,,1,106.8333333,2,18,
0,20000,,90000,Other,8,0,0,181.7,1,16,
0,20000,30000,46500,Self,5,1,,127.6,,11,
0,20000,79741,117600,Other,10,0,0,291.1666667,2,17,
0,20000,55746,105230,ProfExe,16,0,3,282.0666667,1,36,
0,20000,85704,94200,ProfExe,2,1,0,123.9,0,20,
0,20000,,73800,Sales,4,0,0,404.7666667,0,24,
0,20000,125000,162975,ProfExe,7,0,0,178.5333333,0,38,
0,20000,13316,50150,Other,26,0,2,214.0333333,0,25,
0,20000,32000,56373,Other,1,0,0,113.5666667,1,17,
0,20000,126324,171450,Mgr,26,,5,329.5666667,1,28,
0,20000,,64928.84,Office,8,0,0,122.6666667,2,5,
0,20000,66820,100000,Other,5,0,0,217.2666667,1,13,
0,20000,56135,93234,ProfExe,18,0,0,630.0333333,1,24,
0,20000,81800,106600,Mgr,24,,1,313.7666667,1,43,
0,20000,61843,95595,Office,14,0,0,135.9666667,0,14,
0,20000,49034,98250,Office,2,0,4,167.3666667,0,47,
0,20000,74368,105000,Other,,0,0,180.6,2,25,
0,20000,145000,117500,ProfExe,5,0,0,96.4,3,34,
0,20000,56683,90600,Office,2,0,0,155.2,1,22,
0,20000,135631.66,177000,Mgr,8,0,0,321.6333333,0,17,
0,20000,,128042,Other,0,0,0,314.5333333,3,21,
0,20000,29400,52000,Other,,0,0,219.1333333,0,13,
0,20000,132436,180000,ProfExe,22,0,0,221.1666667,1,24,
0,20000,83205,132000,Other,11,0,0,97.4,3,15,
0,20000,127826,277500,Mgr,3,0,0,193.8,0,15,
0,20000,39000,62000,Office,6,0,0,170.4333333,2,27,
1,20000,161000,204000,ProfExe,5,3,7,205.9333333,5,25,
1,20000,117820,154000,Mgr,3,0,0,70.99812734,0,29,
1,20000,60336,132430,Other,25,1,0,258.6666667,1,21,
1,20000,151982,,Self,,2,5,146.5,1,43,
1,20000,78500,109725,ProfExe,9.8,,1,117.6666667,2,30,
1,20000,104000,139900,Other,15,1,1,95.36666667,4,49,
1,20000,16000,87300,Other,28,1,6,232.3333333,1,21,
1,20000,122000,166100,ProfExe,2.6,0,2,206.9666667,1,18,
1,20000,47696.03,112700,Other,16,0,3,123.7666667,0,23,
1,20000,14361,50000,Other,,0,1,216.0666667,1,10,
1,20000,143000,185625,Office,1.5,2,3,73.03333333,2,11,
1,20000,21300,308600,ProfExe,2,1,0,274.9,0,30,
1,20000,11000,75000,Other,7,1,3,267.8333333,1,23,
1,20000,116932,138072,Other,19,0,0,171.4666667,2,23,
1,20000,70862,201500,Mgr,9.3,0,1,290.1667057,1,25,
1,20000,87800,163800,Mgr,14,2,6,244.0666667,,25,
1,20000,86019,94350,Other,3.7,0,1,119.7,0,16,
1,20000,142500,190000,Mgr,0.2,2,4,313.5333333,3,18,
1,20000,107000,146400,Office,0.1,0,2,234.3333333,2,32,
